id	user_id	movie_id	score	rank
00000000-0000-0000-0000-000000000003_06	00000000-0000-0000-0000-000000000003	38	3.357099771499634	6
00000000-0000-0000-0000-000000000003_07	00000000-0000-0000-0000-000000000003	83	3.2802529335021973	7
00000000-0000-0000-0000-000000000003_08	00000000-0000-0000-0000-000000000003	29	3.2629036903381348	8
00000000-0000-0000-0000-000000000003_09	00000000-0000-0000-0000-000000000003	546	3.2323086261749268	9
00000000-0000-0000-0000-000000000003_10	00000000-0000-0000-0000-000000000003	196	3.2271623611450195	10
00000000-0000-0000-0000-000000000003_11	00000000-0000-0000-0000-000000000003	21	3.1968746185302734	11
00000000-0000-0000-0000-000000000003_12	00000000-0000-0000-0000-000000000003	27	3.1903507709503174	12
00000000-0000-0000-0000-000000000003_13	00000000-0000-0000-0000-000000000003	76	3.1309778690338135	13
00000000-0000-0000-0000-000000000003_14	00000000-0000-0000-0000-000000000003	5	3.1262922286987305	14
00000000-0000-0000-0000-000000000003_15	00000000-0000-0000-0000-000000000003	1	3.1116139888763428	15
00000000-0000-0000-0000-000000000003_16	00000000-0000-0000-0000-000000000003	228	3.106174945831299	16
00000000-0000-0000-0000-000000000003_17	00000000-0000-0000-0000-000000000003	41	3.1055972576141357	17
00000000-0000-0000-0000-000000000003_18	00000000-0000-0000-0000-000000000003	1339	3.083944320678711	18
00000000-0000-0000-0000-000000000003_19	00000000-0000-0000-0000-000000000003	73	3.047348976135254	19
00000000-0000-0000-0000-000000000003_20	00000000-0000-0000-0000-000000000003	8	3.045289993286133	20
00000000-0000-0000-0000-000000000004_01	00000000-0000-0000-0000-000000000004	337	5.272763252258301	1
00000000-0000-0000-0000-000000000004_02	00000000-0000-0000-0000-000000000004	377	5.206439018249512	2
00000000-0000-0000-0000-000000000004_03	00000000-0000-0000-0000-000000000004	421	5.123449325561523	3
00000000-0000-0000-0000-000000000004_04	00000000-0000-0000-0000-000000000004	355	5.0921196937561035	4
00000000-0000-0000-0000-000000000004_05	00000000-0000-0000-0000-000000000004	2150	5.069286346435547	5
00000000-0000-0000-0000-000000000004_06	00000000-0000-0000-0000-000000000004	29	5.056384086608887	6
00000000-0000-0000-0000-000000000004_07	00000000-0000-0000-0000-000000000004	556	4.988389015197754	7
00000000-0000-0000-0000-000000000004_08	00000000-0000-0000-0000-000000000004	17	4.962898254394531	8
00000000-0000-0000-0000-000000000004_09	00000000-0000-0000-0000-000000000004	390	4.961936950683594	9
00000000-0000-0000-0000-000000000004_10	00000000-0000-0000-0000-000000000004	371	4.914711952209473	10
00000000-0000-0000-0000-000000000004_11	00000000-0000-0000-0000-000000000004	118	4.894896507263184	11
00000000-0000-0000-0000-000000000004_12	00000000-0000-0000-0000-000000000004	333	4.891637802124023	12
00000000-0000-0000-0000-000000000004_13	00000000-0000-0000-0000-000000000004	75	4.848386287689209	13
00000000-0000-0000-0000-000000000004_14	00000000-0000-0000-0000-000000000004	1426	4.774997711181641	14
00000000-0000-0000-0000-000000000004_15	00000000-0000-0000-0000-000000000004	1339	4.751201629638672	15
00000000-0000-0000-0000-000000000004_16	00000000-0000-0000-0000-000000000004	16	4.7254180908203125	16
00000000-0000-0000-0000-000000000004_17	00000000-0000-0000-0000-000000000004	38	4.713265419006348	17
00000000-0000-0000-0000-000000000004_18	00000000-0000-0000-0000-000000000004	270	4.7092132568359375	18
00000000-0000-0000-0000-000000000004_19	00000000-0000-0000-0000-000000000004	2119	4.703681468963623	19
00000000-0000-0000-0000-000000000004_20	00000000-0000-0000-0000-000000000004	408	4.696355819702148	20
00000000-0000-0000-0000-000000000005_01	00000000-0000-0000-0000-000000000005	17	6.745800018310547	1
00000000-0000-0000-0000-000000000005_02	00000000-0000-0000-0000-000000000005	270	6.519148349761963	2
00000000-0000-0000-0000-000000000005_03	00000000-0000-0000-0000-000000000005	21	6.252132415771484	3
00000000-0000-0000-0000-000000000005_04	00000000-0000-0000-0000-000000000005	34	6.219317436218262	4
00000000-0000-0000-0000-000000000005_05	00000000-0000-0000-0000-000000000005	8	6.215325355529785	5
00000000-0000-0000-0000-000000000005_06	00000000-0000-0000-0000-000000000005	26	6.177128791809082	6
00000000-0000-0000-0000-000000000005_07	00000000-0000-0000-0000-000000000005	36	6.140415191650391	7
00000000-0000-0000-0000-000000000005_08	00000000-0000-0000-0000-000000000005	27	6.101509094238281	8
00000000-0000-0000-0000-000000000005_09	00000000-0000-0000-0000-000000000005	539	6.063371658325195	9
00000000-0000-0000-0000-000000000005_10	00000000-0000-0000-0000-000000000005	529	6.026271343231201	10
00000000-0000-0000-0000-000000000005_11	00000000-0000-0000-0000-000000000005	38	5.978809833526611	11
00000000-0000-0000-0000-000000000005_12	00000000-0000-0000-0000-000000000005	23	5.9730329513549805	12
00000000-0000-0000-0000-000000000005_13	00000000-0000-0000-0000-000000000005	41	5.88110876083374	13
00000000-0000-0000-0000-000000000005_14	00000000-0000-0000-0000-000000000005	4	5.8386406898498535	14
00000000-0000-0000-0000-000000000005_15	00000000-0000-0000-0000-000000000005	619	5.8334431648254395	15
00000000-0000-0000-0000-000000000005_16	00000000-0000-0000-0000-000000000005	5	5.824143886566162	16
00000000-0000-0000-0000-000000000005_17	00000000-0000-0000-0000-000000000005	29	5.812380790710449	17
00000000-0000-0000-0000-000000000005_18	00000000-0000-0000-0000-000000000005	334	5.770231246948242	18
00000000-0000-0000-0000-000000000005_19	00000000-0000-0000-0000-000000000005	537	5.746732234954834	19
00000000-0000-0000-0000-000000000005_20	00000000-0000-0000-0000-000000000005	813	5.712100028991699	20
00000000-0000-0000-0000-000000000006_01	00000000-0000-0000-0000-000000000006	670	7.872250080108643	1
00000000-0000-0000-0000-000000000006_02	00000000-0000-0000-0000-000000000006	764	7.120021820068359	2
00000000-0000-0000-0000-000000000006_03	00000000-0000-0000-0000-000000000006	333	7.071833610534668	3
00000000-0000-0000-0000-000000000006_04	00000000-0000-0000-0000-000000000006	20	6.983434677124023	4
00000000-0000-0000-0000-000000000006_05	00000000-0000-0000-0000-000000000006	619	6.962348937988281	5
00000000-0000-0000-0000-000000000006_06	00000000-0000-0000-0000-000000000006	599	6.957147121429443	6
00000000-0000-0000-0000-000000000006_07	00000000-0000-0000-0000-000000000006	741	6.86023473739624	7
00000000-0000-0000-0000-000000000006_08	00000000-0000-0000-0000-000000000006	870	6.822153091430664	8
00000000-0000-0000-0000-000000000006_09	00000000-0000-0000-0000-000000000006	813	6.804879188537598	9
00000000-0000-0000-0000-000000000006_10	00000000-0000-0000-0000-000000000006	840	6.802072525024414	10
00000000-0000-0000-0000-000000000006_11	00000000-0000-0000-0000-000000000006	586	6.558801651000977	11
00000000-0000-0000-0000-000000000006_12	00000000-0000-0000-0000-000000000006	694	6.550597667694092	12
00000000-0000-0000-0000-000000000006_13	00000000-0000-0000-0000-000000000006	784	6.48313570022583	13
00000000-0000-0000-0000-000000000006_14	00000000-0000-0000-0000-000000000006	759	6.462841510772705	14
00000000-0000-0000-0000-000000000006_15	00000000-0000-0000-0000-000000000006	710	6.44741153717041	15
00000000-0000-0000-0000-000000000006_16	00000000-0000-0000-0000-000000000006	573	6.43647575378418	16
00000000-0000-0000-0000-000000000006_17	00000000-0000-0000-0000-000000000006	612	6.42197847366333	17
00000000-0000-0000-0000-000000000006_18	00000000-0000-0000-0000-000000000006	34	6.3758087158203125	18
00000000-0000-0000-0000-000000000006_19	00000000-0000-0000-0000-000000000006	5066	6.331882953643799	19
00000000-0000-0000-0000-000000000006_20	00000000-0000-0000-0000-000000000006	3256	6.31980037689209	20
00000000-0000-0000-0000-000000000007_01	00000000-0000-0000-0000-000000000007	196	7.188385009765625	1
00000000-0000-0000-0000-000000000007_02	00000000-0000-0000-0000-000000000007	988	6.757866859436035	2
00000000-0000-0000-0000-000000000007_03	00000000-0000-0000-0000-000000000007	21	6.599167823791504	3
00000000-0000-0000-0000-000000000007_04	00000000-0000-0000-0000-000000000007	1006	6.595754146575928	4
00000000-0000-0000-0000-000000000007_05	00000000-0000-0000-0000-000000000007	225	6.416154861450195	5
00000000-0000-0000-0000-000000000007_06	00000000-0000-0000-0000-000000000007	971	6.388509750366211	6
00000000-0000-0000-0000-000000000007_07	00000000-0000-0000-0000-000000000007	270	6.3168416023254395	7
00000000-0000-0000-0000-000000000007_08	00000000-0000-0000-0000-000000000007	16	6.288106918334961	8
00000000-0000-0000-0000-000000000007_09	00000000-0000-0000-0000-000000000007	990	6.225296974182129	9
00000000-0000-0000-0000-000000000007_10	00000000-0000-0000-0000-000000000007	38	6.222226142883301	10
00000000-0000-0000-0000-000000000007_11	00000000-0000-0000-0000-000000000007	1012	6.211606979370117	11
00000000-0000-0000-0000-000000000007_12	00000000-0000-0000-0000-000000000007	986	6.1765594482421875	12
00000000-0000-0000-0000-000000000007_13	00000000-0000-0000-0000-000000000007	987	6.136945724487305	13
00000000-0000-0000-0000-000000000007_14	00000000-0000-0000-0000-000000000007	255	6.117527961730957	14
00000000-0000-0000-0000-000000000007_15	00000000-0000-0000-0000-000000000007	1005	6.079863548278809	15
00000000-0000-0000-0000-000000000007_16	00000000-0000-0000-0000-000000000007	1016	5.987986087799072	16
00000000-0000-0000-0000-000000000007_17	00000000-0000-0000-0000-000000000007	509	5.977745056152344	17
00000000-0000-0000-0000-000000000007_18	00000000-0000-0000-0000-000000000007	522	5.9241228103637695	18
00000000-0000-0000-0000-000000000007_19	00000000-0000-0000-0000-000000000007	76	5.923126220703125	19
00000000-0000-0000-0000-000000000007_20	00000000-0000-0000-0000-000000000007	17	5.905057907104492	20
00000000-0000-0000-0000-000000000008_01	00000000-0000-0000-0000-000000000008	17	7.2341766357421875	1
00000000-0000-0000-0000-000000000008_02	00000000-0000-0000-0000-000000000008	21	6.899688720703125	2
00000000-0000-0000-0000-000000000008_03	00000000-0000-0000-0000-000000000008	270	6.889636993408203	3
00000000-0000-0000-0000-000000000008_04	00000000-0000-0000-0000-000000000008	8	6.585590362548828	4
00000000-0000-0000-0000-000000000008_05	00000000-0000-0000-0000-000000000008	27	6.502348899841309	5
00000000-0000-0000-0000-000000000008_06	00000000-0000-0000-0000-000000000008	539	6.487351417541504	6
00000000-0000-0000-0000-000000000008_07	00000000-0000-0000-0000-000000000008	38	6.482264995574951	7
00000000-0000-0000-0000-000000000008_08	00000000-0000-0000-0000-000000000008	36	6.47695255279541	8
00000000-0000-0000-0000-000000000008_09	00000000-0000-0000-0000-000000000008	34	6.423431396484375	9
00000000-0000-0000-0000-000000000008_10	00000000-0000-0000-0000-000000000008	26	6.349356174468994	10
00000000-0000-0000-0000-000000000008_11	00000000-0000-0000-0000-000000000008	4	6.345693588256836	11
00000000-0000-0000-0000-000000000008_12	00000000-0000-0000-0000-000000000008	23	6.318460464477539	12
00000000-0000-0000-0000-000000000008_13	00000000-0000-0000-0000-000000000008	41	6.311319351196289	13
00000000-0000-0000-0000-000000000008_14	00000000-0000-0000-0000-000000000008	529	6.278371334075928	14
00000000-0000-0000-0000-000000000008_15	00000000-0000-0000-0000-000000000008	537	6.232914924621582	15
00000000-0000-0000-0000-000000000008_16	00000000-0000-0000-0000-000000000008	5	6.2039642333984375	16
00000000-0000-0000-0000-000000000008_17	00000000-0000-0000-0000-000000000008	46	6.12254524230957	17
00000000-0000-0000-0000-000000000008_18	00000000-0000-0000-0000-000000000008	546	6.06293249130249	18
00000000-0000-0000-0000-000000000008_19	00000000-0000-0000-0000-000000000008	29	6.028903007507324	19
00000000-0000-0000-0000-000000000008_20	00000000-0000-0000-0000-000000000008	364	6.023808479309082	20
00000000-0000-0000-0000-000000000009_01	00000000-0000-0000-0000-000000000009	546	3.2330338954925537	1
00000000-0000-0000-0000-000000000009_02	00000000-0000-0000-0000-000000000009	83	3.071835517883301	2
00000000-0000-0000-0000-000000000009_03	00000000-0000-0000-0000-000000000009	148	3.0309700965881348	3
00000000-0000-0000-0000-000000000009_04	00000000-0000-0000-0000-000000000009	96	3.0257623195648193	4
00000000-0000-0000-0000-000000000009_05	00000000-0000-0000-0000-000000000009	16	3.0204663276672363	5
00000000-0000-0000-0000-000000000009_06	00000000-0000-0000-0000-000000000009	46	3.0158276557922363	6
00000000-0000-0000-0000-000000000009_07	00000000-0000-0000-0000-000000000009	8	3.0028116703033447	7
00000000-0000-0000-0000-000000000009_08	00000000-0000-0000-0000-000000000009	1527	2.968209981918335	8
00000000-0000-0000-0000-000000000009_09	00000000-0000-0000-0000-000000000009	3	2.884183168411255	9
00000000-0000-0000-0000-000000000009_10	00000000-0000-0000-0000-000000000009	38	2.8412091732025146	10
00000000-0000-0000-0000-000000000009_11	00000000-0000-0000-0000-000000000009	76	2.8289542198181152	11
00000000-0000-0000-0000-000000000009_12	00000000-0000-0000-0000-000000000009	1006	2.8096063137054443	12
00000000-0000-0000-0000-000000000009_13	00000000-0000-0000-0000-000000000009	105	2.79974365234375	13
00000000-0000-0000-0000-000000000009_14	00000000-0000-0000-0000-000000000009	270	2.7908775806427	14
00000000-0000-0000-0000-000000000009_15	00000000-0000-0000-0000-000000000009	1126	2.7857601642608643	15
00000000-0000-0000-0000-000000000009_16	00000000-0000-0000-0000-000000000009	78	2.768582344055176	16
00000000-0000-0000-0000-000000000009_17	00000000-0000-0000-0000-000000000009	92	2.768059253692627	17
00000000-0000-0000-0000-000000000009_18	00000000-0000-0000-0000-000000000009	116	2.7555642127990723	18
00000000-0000-0000-0000-000000000009_19	00000000-0000-0000-0000-000000000009	234	2.7547411918640137	19
00000000-0000-0000-0000-000000000009_20	00000000-0000-0000-0000-000000000009	45	2.74833345413208	20
00000000-0000-0000-0000-000000000010_01	00000000-0000-0000-0000-000000000010	282	5.363866806030273	1
00000000-0000-0000-0000-000000000010_02	00000000-0000-0000-0000-000000000010	1234	5.327556133270264	2
00000000-0000-0000-0000-000000000010_03	00000000-0000-0000-0000-000000000010	1214	5.264044284820557	3
00000000-0000-0000-0000-000000000010_04	00000000-0000-0000-0000-000000000010	1189	5.261408805847168	4
00000000-0000-0000-0000-000000000010_05	00000000-0000-0000-0000-000000000010	1225	5.194759368896484	5
00000000-0000-0000-0000-000000000010_06	00000000-0000-0000-0000-000000000010	1216	5.142666816711426	6
00000000-0000-0000-0000-000000000010_07	00000000-0000-0000-0000-000000000010	292	5.113033294677734	7
00000000-0000-0000-0000-000000000010_08	00000000-0000-0000-0000-000000000010	1260	4.997664451599121	8
00000000-0000-0000-0000-000000000010_09	00000000-0000-0000-0000-000000000010	1037	4.8586931228637695	9
00000000-0000-0000-0000-000000000010_10	00000000-0000-0000-0000-000000000010	1147	4.821246147155762	10
00000000-0000-0000-0000-000000000010_11	00000000-0000-0000-0000-000000000010	290	4.793033599853516	11
00000000-0000-0000-0000-000000000010_12	00000000-0000-0000-0000-000000000010	1020	4.762113571166992	12
00000000-0000-0000-0000-000000000010_13	00000000-0000-0000-0000-000000000010	1371	4.757585048675537	13
00000000-0000-0000-0000-000000000010_14	00000000-0000-0000-0000-000000000010	971	4.746523857116699	14
00000000-0000-0000-0000-000000000010_15	00000000-0000-0000-0000-000000000010	1167	4.731279373168945	15
00000000-0000-0000-0000-000000000010_16	00000000-0000-0000-0000-000000000010	1184	4.725124359130859	16
00000000-0000-0000-0000-000000000010_17	00000000-0000-0000-0000-000000000010	1085	4.720483303070068	17
00000000-0000-0000-0000-000000000010_18	00000000-0000-0000-0000-000000000010	1385	4.6827473640441895	18
00000000-0000-0000-0000-000000000010_19	00000000-0000-0000-0000-000000000010	1232	4.677507400512695	19
00000000-0000-0000-0000-000000000010_20	00000000-0000-0000-0000-000000000010	1191	4.640915870666504	20
00000000-0000-0000-0000-000000000011_01	00000000-0000-0000-0000-000000000011	46	5.848074436187744	1
00000000-0000-0000-0000-000000000011_02	00000000-0000-0000-0000-000000000011	270	5.789590835571289	2
00000000-0000-0000-0000-000000000011_03	00000000-0000-0000-0000-000000000011	17	5.775109767913818	3
00000000-0000-0000-0000-000000000011_04	00000000-0000-0000-0000-000000000011	21	5.719547271728516	4
00000000-0000-0000-0000-000000000011_05	00000000-0000-0000-0000-000000000011	539	5.707597732543945	5
00000000-0000-0000-0000-000000000011_06	00000000-0000-0000-0000-000000000011	196	5.637529373168945	6
00000000-0000-0000-0000-000000000011_07	00000000-0000-0000-0000-000000000011	8	5.594394207000732	7
00000000-0000-0000-0000-000000000011_08	00000000-0000-0000-0000-000000000011	27	5.5834479331970215	8
00000000-0000-0000-0000-000000000011_09	00000000-0000-0000-0000-000000000011	16	5.549368858337402	9
00000000-0000-0000-0000-000000000011_10	00000000-0000-0000-0000-000000000011	537	5.484584808349609	10
00000000-0000-0000-0000-000000000011_11	00000000-0000-0000-0000-000000000011	546	5.453813552856445	11
00000000-0000-0000-0000-000000000011_12	00000000-0000-0000-0000-000000000011	36	5.442510604858398	12
00000000-0000-0000-0000-000000000011_13	00000000-0000-0000-0000-000000000011	41	5.387639045715332	13
00000000-0000-0000-0000-000000000011_14	00000000-0000-0000-0000-000000000011	26	5.375429153442383	14
00000000-0000-0000-0000-000000000011_15	00000000-0000-0000-0000-000000000011	786	5.355348110198975	15
00000000-0000-0000-0000-000000000011_16	00000000-0000-0000-0000-000000000011	38	5.332119464874268	16
00000000-0000-0000-0000-000000000011_17	00000000-0000-0000-0000-000000000011	81	5.305659294128418	17
00000000-0000-0000-0000-000000000011_18	00000000-0000-0000-0000-000000000011	96	5.270007610321045	18
00000000-0000-0000-0000-000000000011_19	00000000-0000-0000-0000-000000000011	76	5.262295246124268	19
00000000-0000-0000-0000-000000000011_20	00000000-0000-0000-0000-000000000011	5	5.245226860046387	20
00000000-0000-0000-0000-000000000012_01	00000000-0000-0000-0000-000000000012	21	6.100958347320557	1
00000000-0000-0000-0000-000000000012_02	00000000-0000-0000-0000-000000000012	196	6.006438255310059	2
00000000-0000-0000-0000-000000000012_03	00000000-0000-0000-0000-000000000012	270	5.877687454223633	3
00000000-0000-0000-0000-000000000012_04	00000000-0000-0000-0000-000000000012	16	5.787442684173584	4
00000000-0000-0000-0000-000000000012_05	00000000-0000-0000-0000-000000000012	17	5.7803568840026855	5
00000000-0000-0000-0000-000000000012_06	00000000-0000-0000-0000-000000000012	38	5.64556360244751	6
00000000-0000-0000-0000-000000000012_07	00000000-0000-0000-0000-000000000012	27	5.3372907638549805	7
00000000-0000-0000-0000-000000000012_08	00000000-0000-0000-0000-000000000012	29	5.319792747497559	8
00000000-0000-0000-0000-000000000012_09	00000000-0000-0000-0000-000000000012	225	5.274144649505615	9
00000000-0000-0000-0000-000000000012_10	00000000-0000-0000-0000-000000000012	76	5.240322113037109	10
00000000-0000-0000-0000-000000000012_11	00000000-0000-0000-0000-000000000012	96	5.21299934387207	11
00000000-0000-0000-0000-000000000012_12	00000000-0000-0000-0000-000000000012	4	5.211009502410889	12
00000000-0000-0000-0000-000000000012_13	00000000-0000-0000-0000-000000000012	78	5.1969499588012695	13
00000000-0000-0000-0000-000000000012_14	00000000-0000-0000-0000-000000000012	8	5.1384196281433105	14
00000000-0000-0000-0000-000000000012_15	00000000-0000-0000-0000-000000000012	5	5.1266632080078125	15
00000000-0000-0000-0000-000000000012_16	00000000-0000-0000-0000-000000000012	23	5.094710826873779	16
00000000-0000-0000-0000-000000000012_17	00000000-0000-0000-0000-000000000012	148	5.015871524810791	17
00000000-0000-0000-0000-000000000012_18	00000000-0000-0000-0000-000000000012	28	4.977287292480469	18
00000000-0000-0000-0000-000000000012_19	00000000-0000-0000-0000-000000000012	46	4.972958564758301	19
00000000-0000-0000-0000-000000000012_20	00000000-0000-0000-0000-000000000012	41	4.963508129119873	20
00000000-0000-0000-0000-000000000013_01	00000000-0000-0000-0000-000000000013	196	6.033647537231445	1
00000000-0000-0000-0000-000000000013_02	00000000-0000-0000-0000-000000000013	21	5.878016471862793	2
00000000-0000-0000-0000-000000000013_03	00000000-0000-0000-0000-000000000013	270	5.727654457092285	3
00000000-0000-0000-0000-000000000013_04	00000000-0000-0000-0000-000000000013	16	5.608048439025879	4
00000000-0000-0000-0000-000000000013_05	00000000-0000-0000-0000-000000000013	76	5.405167102813721	5
00000000-0000-0000-0000-000000000013_06	00000000-0000-0000-0000-000000000013	96	5.404609680175781	6
00000000-0000-0000-0000-000000000013_07	00000000-0000-0000-0000-000000000013	17	5.387231349945068	7
00000000-0000-0000-0000-000000000013_08	00000000-0000-0000-0000-000000000013	38	5.376758575439453	8
00000000-0000-0000-0000-000000000013_09	00000000-0000-0000-0000-000000000013	225	5.29378604888916	9
00000000-0000-0000-0000-000000000013_10	00000000-0000-0000-0000-000000000013	78	5.2674150466918945	10
00000000-0000-0000-0000-000000000013_11	00000000-0000-0000-0000-000000000013	5	5.1926960945129395	11
00000000-0000-0000-0000-000000000013_12	00000000-0000-0000-0000-000000000013	148	5.166339874267578	12
00000000-0000-0000-0000-000000000013_13	00000000-0000-0000-0000-000000000013	27	5.146208763122559	13
00000000-0000-0000-0000-000000000013_14	00000000-0000-0000-0000-000000000013	8	5.102546215057373	14
00000000-0000-0000-0000-000000000013_15	00000000-0000-0000-0000-000000000013	255	5.070392608642578	15
00000000-0000-0000-0000-000000000013_16	00000000-0000-0000-0000-000000000013	1339	4.988913059234619	16
00000000-0000-0000-0000-000000000013_17	00000000-0000-0000-0000-000000000013	81	4.962708473205566	17
00000000-0000-0000-0000-000000000013_18	00000000-0000-0000-0000-000000000013	460	4.892542839050293	18
00000000-0000-0000-0000-000000000013_19	00000000-0000-0000-0000-000000000013	46	4.886364936828613	19
00000000-0000-0000-0000-000000000013_20	00000000-0000-0000-0000-000000000013	546	4.854541301727295	20
00000000-0000-0000-0000-000000000014_01	00000000-0000-0000-0000-000000000014	17	6.480271816253662	1
00000000-0000-0000-0000-000000000014_02	00000000-0000-0000-0000-000000000014	34	6.389651298522949	2
00000000-0000-0000-0000-000000000014_03	00000000-0000-0000-0000-000000000014	539	6.268675804138184	3
00000000-0000-0000-0000-000000000014_04	00000000-0000-0000-0000-000000000014	36	6.252630233764648	4
00000000-0000-0000-0000-000000000014_05	00000000-0000-0000-0000-000000000014	8	6.2127790451049805	5
00000000-0000-0000-0000-000000000014_06	00000000-0000-0000-0000-000000000014	270	6.184492111206055	6
00000000-0000-0000-0000-000000000014_07	00000000-0000-0000-0000-000000000014	26	6.123106002807617	7
00000000-0000-0000-0000-000000000014_08	00000000-0000-0000-0000-000000000014	537	5.962836265563965	8
00000000-0000-0000-0000-000000000014_09	00000000-0000-0000-0000-000000000014	619	5.961559295654297	9
00000000-0000-0000-0000-000000000014_10	00000000-0000-0000-0000-000000000014	529	5.9266767501831055	10
00000000-0000-0000-0000-000000000014_11	00000000-0000-0000-0000-000000000014	27	5.8933491706848145	11
00000000-0000-0000-0000-000000000014_12	00000000-0000-0000-0000-000000000014	41	5.878744602203369	12
00000000-0000-0000-0000-000000000014_13	00000000-0000-0000-0000-000000000014	21	5.869311332702637	13
00000000-0000-0000-0000-000000000014_14	00000000-0000-0000-0000-000000000014	786	5.831109523773193	14
00000000-0000-0000-0000-000000000014_15	00000000-0000-0000-0000-000000000014	23	5.829390525817871	15
00000000-0000-0000-0000-000000000014_16	00000000-0000-0000-0000-000000000014	759	5.7645463943481445	16
00000000-0000-0000-0000-000000000014_17	00000000-0000-0000-0000-000000000014	4	5.737181663513184	17
