id	movie_id	genre_id
000092_16	92	16
000093_05	93	5
000093_11	93	11
000093_14	93	14
000094_05	94	5
000094_08	94	8
000094_14	94	14
000095_01	95	1
000095_02	95	2
000095_16	95	16
000096_05	96	5
000096_08	96	8
000097_06	97	6
000097_08	97	8
000099_07	99	7
000100_08	100	8
000100_16	100	16
000101_02	101	2
000101_05	101	5
000101_06	101	6
000101_14	101	14
000102_05	102	5
000103_13	103	13
000103_15	103	15
000103_16	103	16
000104_05	104	5
000105_08	105	8
000105_14	105	14
000106_05	106	5
000106_08	106	8
000107_02	107	2
000107_04	107	4
000107_05	107	5
000107_12	107	12
000108_07	108	7
000110_01	110	1
000110_08	110	8
000110_17	110	17
000111_06	111	6
000111_08	111	8
000111_16	111	16
000112_01	112	1
000112_02	112	2
000112_05	112	5
000112_06	112	6
000113_08	113	8
000113_13	113	13
000116_07	116	7
000117_06	117	6
000117_08	117	8
000118_05	118	5
000118_14	118	14
000119_05	119	5
000121_08	121	8
000122_05	122	5
000122_14	122	14
000123_08	123	8
000123_13	123	13
000123_14	123	14
000125_05	125	5
000126_02	126	2
000126_04	126	4
000126_09	126	9
000128_07	128	7
000129_05	129	5
000129_14	129	14
000132_16	132	16
000135_05	135	5
000137_07	137	7
000140_08	140	8
000140_14	140	14
000141_05	141	5
000144_05	144	5
000145_01	145	1
000145_05	145	5
000145_06	145	6
000145_08	145	8
000145_16	145	16
000146_02	146	2
000146_04	146	4
000147_08	147	8
000148_08	148	8
000149_06	149	6
000149_08	149	8
000149_16	149	16
000150_02	150	2
000150_08	150	8
000150_19	150	19
000151_01	151	1
000151_08	151	8
000151_14	151	14
000151_17	151	17
000152_08	152	8
000152_11	152	11
000153_01	153	1
000153_02	153	2
000153_05	153	5
000153_06	153	6
000154_08	154	8
000155_02	155	2
000155_08	155	8
000155_17	155	17
000156_05	156	5
000156_08	156	8
000157_05	157	5
000157_17	157	17
000158_02	158	2
000158_04	158	4
000159_06	159	6
000159_08	159	8
000159_13	159	13
000160_01	160	1
000160_02	160	2
000160_13	160	13
000160_15	160	15
000161_08	161	8
000161_16	161	16
000161_17	161	17
000162_07	162	7
000163_01	163	1
000163_14	163	14
000163_18	163	18
000164_06	164	6
000164_10	164	10
000164_13	164	13
000164_16	164	16
000165_01	165	1
000165_06	165	6
000165_16	165	16
000166_05	166	5
000166_06	166	6
000166_08	166	8
000168_01	168	1
000168_08	168	8
000168_14	168	14
000169_02	169	2
000169_04	169	4
000169_08	169	8
000170_01	170	1
000170_02	170	2
000170_06	170	6
000170_16	170	16
000171_05	171	5
000171_08	171	8
000172_01	172	1
000172_15	172	15
000172_16	172	16
000173_01	173	1
000173_06	173	6
000173_15	173	15
000174_05	174	5
000175_08	175	8
000176_05	176	5
000177_11	177	11
000178_05	178	5
000178_08	178	8
000179_08	179	8
000179_14	179	14
000180_05	180	5
000180_14	180	14
000181_01	181	1
000181_04	181	4
000183_05	183	5
000183_11	183	11
000183_16	183	16
000184_08	184	8
000185_01	185	1
000185_06	185	6
000185_16	185	16
000186_05	186	5
000186_14	186	14
000187_05	187	5
000188_09	188	9
000188_11	188	11
000188_13	188	13
000189_05	189	5
000189_09	189	9
000190_16	190	16
000191_08	191	8
000191_14	191	14
000193_08	193	8
000194_05	194	5
000194_08	194	8
000195_05	195	5
000195_08	195	8
000195_14	195	14
000196_11	196	11
000196_15	196	15
000198_01	198	1
000198_06	198	6
000198_08	198	8
000198_13	198	13
000198_15	198	15
000198_16	198	16
000199_08	199	8
000199_12	199	12
000199_14	199	14
000201_08	201	8
000201_09	201	9
000202_08	202	8
000202_14	202	14
000203_05	203	5
000204_01	204	1
000205_05	205	5
000205_08	205	8
000206_07	206	7
000207_08	207	8
000207_14	207	14
000208_01	208	1
000208_02	208	2
000208_15	208	15
000209_08	209	8
000210_18	210	18
000211_08	211	8
000212_02	212	2
000212_05	212	5
000212_06	212	6
000212_13	212	13
000213_08	213	8
000214_08	214	8
000214_17	214	17
000215_08	215	8
000215_14	215	14
000216_05	216	5
000217_08	217	8
000217_16	217	16
000218_05	218	5
000218_08	218	8
000219_08	219	8
000220_11	220	11
000222_08	222	8
000222_14	222	14
000223_05	223	5
000224_05	224	5
000224_08	224	8
000224_14	224	14
000225_08	225	8
000225_16	225	16
000227_01	227	1
000227_16	227	16
000228_05	228	5
000229_08	229	8
000229_16	229	16
000230_08	230	8
000230_16	230	16
000231_02	231	2
000231_05	231	5
000232_05	232	5
000232_08	232	8
000232_14	232	14
000233_08	233	8
000234_05	234	5
000235_05	235	5
000235_08	235	8
000236_01	236	1
000236_05	236	5
000236_14	236	14
000237_05	237	5
000237_14	237	14
000238_02	238	2
000238_04	238	4
000239_03	239	3
000239_04	239	4
000239_05	239	5
000239_14	239	14
000240_16	240	16
000241_04	241	4
000241_08	241	8
000242_08	242	8
000242_12	242	12
000243_04	243	4
000243_05	243	5
000243_09	243	9
000246_07	246	7
000247_06	247	6
000247_08	247	8
000248_05	248	5
000249_08	249	8
000249_14	249	14
000250_04	250	4
000250_05	250	5
000251_01	251	1
000252_05	252	5
000252_14	252	14
000253_08	253	8
000253_11	253	11
000254_08	254	8
000255_05	255	5
000256_05	256	5
000256_15	256	15
000257_13	257	13
000257_16	257	16
000258_02	258	2
000258_04	258	4
000258_05	258	5
000258_09	258	9
000258_14	258	14
000259_06	259	6
000259_08	259	8
000259_16	259	16
000260_01	260	1
000260_02	260	2
000260_15	260	15
000261_08	261	8
000262_04	262	4
000262_08	262	8
000263_08	263	8
000265_08	265	8
000265_09	265	9
000265_14	265	14
000266_08	266	8
000266_14	266	14
000266_17	266	17
000266_18	266	18
000267_05	267	5
000269_08	269	8
000270_08	270	8
000270_14	270	14
000271_08	271	8
000272_05	272	5
000272_08	272	8
000273_08	273	8
000273_11	273	11
000273_15	273	15
000274_05	274	5
000275_05	275	5
000276_05	276	5
000276_14	276	14
000277_08	277	8
000278_05	278	5
000279_08	279	8
000280_08	280	8
000280_16	280	16
000281_05	281	5
000281_08	281	8
000281_14	281	14
000282_08	282	8
000283_06	283	6
000283_08	283	8
000284_01	284	1
000284_06	284	6
000285_08	285	8
000285_11	285	11
000287_05	287	5
000287_14	287	14
000288_01	288	1
000288_06	288	6
000288_16	288	16
000289_05	289	5
000289_14	289	14
000290_06	290	6
000290_08	290	8
000291_08	291	8
000291_16	291	16
000292_01	292	1
000292_08	292	8
000292_15	292	15
000292_16	292	16
000293_01	293	1
000293_06	293	6
000293_08	293	8
000293_16	293	16
000294_05	294	5
000294_14	294	14
000295_05	295	5
000295_14	295	14
000296_05	296	5
000296_06	296	6
000296_08	296	8
000296_16	296	16
000298_08	298	8
000299_08	299	8
000300_08	300	8
000301_08	301	8
000301_14	301	14
000302_08	302	8
000302_14	302	14
000303_01	303	1
000303_16	303	16
000303_18	303	18
000304_05	304	5
000304_08	304	8
000305_05	305	5
000306_08	306	8
000307_08	307	8
000308_05	308	5
000308_08	308	8
000310_05	310	5
000311_11	311	11
000311_16	311	16
000312_05	312	5
000313_03	313	3
000313_04	313	4
000314_04	314	4
000314_08	314	8
000314_09	314	9
000314_13	314	13
000315_01	315	1
000315_08	315	8
000315_16	315	16
000316_01	316	1
000316_02	316	2
000316_15	316	15
000317_05	317	5
000317_08	317	8
000317_09	317	9
000318_06	318	6
000318_08	318	8
000319_05	319	5
000319_08	319	8
000319_16	319	16
000320_10	320	10
000320_16	320	16
000321_08	321	8
000322_05	322	5
000322_08	322	8
000324_05	324	5
000324_08	324	8
000325_05	325	5
000326_08	326	8
000327_01	327	1
000327_05	327	5
000327_15	327	15
000328_11	328	11
000328_16	328	16
000329_02	329	2
000329_08	329	8
000329_15	329	15
000330_01	330	1
000330_06	330	6
000330_11	330	11
000331_08	331	8
000332_11	332	11
000332_15	332	15
000333_05	333	5
000334_08	334	8
000335_13	335	13
000335_16	335	16
000336_08	336	8
000336_17	336	17
000337_08	337	8
000338_01	338	1
000338_15	338	15
000338_16	338	16
000339_05	339	5
000339_14	339	14
000340_02	340	2
000340_08	340	8
000340_17	340	17
000341_08	341	8
000342_05	342	5
000343_04	343	4
000344_05	344	5
000345_05	345	5
000345_08	345	8
000346_08	346	8
000346_12	346	12
000347_08	347	8
000347_10	347	10
000347_14	347	14
000348_05	348	5
000349_01	349	1
000349_06	349	6
000349_08	349	8
000349_16	349	16
000350_08	350	8
000350_13	350	13
000350_16	350	16
000351_05	351	5
000351_08	351	8
000351_14	351	14
000352_05	352	5
000352_08	352	8
000353_01	353	1
000353_06	353	6
000353_09	353	9
000353_16	353	16
000354_08	354	8
000355_04	355	4
000355_05	355	5
000355_09	355	9
000356_05	356	5
000356_08	356	8
000356_14	356	14
000356_17	356	17
000357_05	357	5
000357_14	357	14
000358_08	358	8
000359_05	359	5
000359_08	359	8
000359_14	359	14
000360_01	360	1
000360_05	360	5
000361_05	361	5
000361_08	361	8
000361_14	361	14
000362_02	362	2
000362_04	362	4
000362_14	362	14
000363_07	363	7
000364_02	364	2
000364_03	364	3
000364_04	364	4
000364_08	364	8
000364_12	364	12
000364_19	364	19
000365_08	365	8
000366_08	366	8
000366_11	366	11
000366_13	366	13
000366_16	366	16
000367_01	367	1
000367_05	367	5
000367_06	367	6
000367_09	367	9
000368_02	368	2
000368_05	368	5
000368_18	368	18
000369_08	369	8
000370_01	370	1
000370_05	370	5
000371_05	371	5
000371_08	371	8
000372_05	372	5
000372_08	372	8
000372_14	372	14
000373_16	373	16
000374_04	374	4
000374_05	374	5
000376_01	376	1
000376_16	376	16
000377_01	377	1
000377_14	377	14
000377_16	377	16
000378_05	378	5
000378_14	378	14
000379_01	379	1
000379_15	379	15
000379_16	379	16
000380_01	380	1
000380_02	380	2
000380_05	380	5
000380_14	380	14
000380_16	380	16
000381_08	381	8
000381_14	381	14
000382_08	382	8
000382_11	382	11
000382_14	382	14
000382_16	382	16
000383_18	383	18
000384_01	384	1
000384_06	384	6
000384_08	384	8
000385_08	385	8
000386_08	386	8
000387_01	387	1
000387_05	387	5
000388_08	388	8
000389_08	389	8
000389_14	389	14
000389_17	389	17
000390_01	390	1
000390_06	390	6
000390_08	390	8
000391_06	391	6
000391_08	391	8
000393_01	393	1
000393_02	393	2
000393_09	393	9
000405_01	405	1
000405_09	405	9
000406_08	406	8
000407_11	407	11
000407_16	407	16
000408_08	408	8
000409_06	409	6
000409_08	409	8
000410_04	410	4
000410_05	410	5
000410_09	410	9
000412_08	412	8
000413_05	413	5
000414_05	414	5
000415_05	415	5
000415_16	415	16
000416_18	416	18
000417_05	417	5
000417_14	417	14
000418_08	418	8
000419_05	419	5
000420_01	420	1
000420_05	420	5
000420_06	420	6
000420_16	420	16
000421_02	421	2
000421_04	421	4
000421_08	421	8
000422_16	422	16
000423_01	423	1
000423_16	423	16
000424_08	424	8
000425_08	425	8
000425_14	425	14
000426_11	426	11
000426_15	426	15
000426_16	426	16
000427_08	427	8
000427_13	427	13
000427_14	427	14
000427_16	427	16
000428_08	428	8
000429_05	429	5
000430_05	430	5
000430_08	430	8
000431_06	431	6
000431_08	431	8
000432_02	432	2
000432_05	432	5
000432_18	432	18
000433_05	433	5
000434_01	434	1
000434_02	434	2
000434_16	434	16
000435_05	435	5
000435_15	435	15
000436_08	436	8
000436_16	436	16
000437_05	437	5
000438_01	438	1
000438_05	438	5
000438_08	438	8
000440_05	440	5
000440_14	440	14
000441_05	441	5
000442_01	442	1
000442_02	442	2
000442_15	442	15
000444_05	444	5
000444_14	444	14
000445_05	445	5
000446_08	446	8
000446_14	446	14
000448_08	448	8
000449_05	449	5
000450_05	450	5
000450_08	450	8
000451_08	451	8
000451_13	451	13
000451_14	451	14
000452_08	452	8
000453_05	453	5
000453_14	453	14
000454_08	454	8
000454_16	454	16
000455_02	455	2
000455_04	455	4
000455_08	455	8
000456_06	456	6
000456_08	456	8
000456_16	456	16
000457_16	457	16
000458_08	458	8
000458_18	458	18
000459_01	459	1
000459_02	459	2
000459_06	459	6
000459_08	459	8
000459_14	459	14
000459_16	459	16
000460_05	460	5
000461_08	461	8
000461_14	461	14
000464_01	464	1
000464_02	464	2
000464_06	464	6
000464_16	464	16
000466_01	466	1
000466_05	466	5
000466_17	466	17
000467_05	467	5
000468_05	468	5
000468_14	468	14
000469_08	469	8
000469_14	469	14
000470_05	470	5
000471_05	471	5
000472_05	472	5
000472_08	472	8
000473_05	473	5
000473_17	473	17
000474_01	474	1
000474_16	474	16
000475_08	475	8
000476_05	476	5
000476_08	476	8
000477_08	477	8
000477_12	477	12
000478_05	478	5
000478_06	478	6
000478_08	478	8
000479_01	479	1
000479_06	479	6
000479_16	479	16
000480_01	480	1
000480_02	480	2
000480_15	480	15
000480_16	480	16
000481_08	481	8
000481_16	481	16
000482_06	482	6
000482_08	482	8
000482_16	482	16
000484_02	484	2
000484_04	484	4
000485_01	485	1
000485_02	485	2
000485_05	485	5
000485_09	485	9
000486_05	486	5
000487_05	487	5
000487_18	487	18
000488_08	488	8
000488_14	488	14
000489_05	489	5
000490_16	490	16
000491_08	491	8
000492_05	492	5
000492_13	492	13
000493_01	493	1
000493_06	493	6
000493_08	493	8
000494_01	494	1
000494_02	494	2
000494_16	494	16
000495_08	495	8
000496_05	496	5
000496_08	496	8
000496_14	496	14
000496_16	496	16
000497_05	497	5
000497_14	497	14
000499_05	499	5
000499_14	499	14
000500_05	500	5
000500_08	500	8
000501_08	501	8
000502_01	502	1
000502_04	502	4
000502_14	502	14
000504_01	504	1
000504_08	504	8
000504_15	504	15
000505_05	505	5
000506_08	506	8
000506_09	506	9
000506_14	506	14
000507_06	507	6
000507_08	507	8
000507_16	507	16
000508_08	508	8
000509_08	509	8
000509_14	509	14
000510_08	510	8
000511_01	511	1
000511_08	511	8
000512_11	512	11
000512_15	512	15
000513_05	513	5
000513_13	513	13
000513_14	513	14
000514_05	514	5
000515_08	515	8
000515_14	515	14
000516_05	516	5
000516_08	516	8
000517_01	517	1
000517_08	517	8
000517_13	517	13
000518_05	518	5
000519_01	519	1
000519_06	519	6
000519_08	519	8
000519_15	519	15
000519_16	519	16
000520_05	520	5
000521_06	521	6
000521_16	521	16
000522_01	522	1
000522_08	522	8
000523_08	523	8
000524_08	524	8
000526_08	526	8
000527_08	527	8
000527_17	527	17
000528_05	528	5
000528_08	528	8
000529_08	529	8
000531_04	531	4
000531_08	531	8
000532_05	532	5
000532_06	532	6
000532_11	532	11
000533_01	533	1
000533_02	533	2
000533_09	533	9
000533_13	533	13
000534_08	534	8
000534_14	534	14
000535_08	535	8
000536_08	536	8
000537_08	537	8
000538_08	538	8
000539_05	539	5
000539_08	539	8
000539_14	539	14
000540_16	540	16
000541_01	541	1
000541_15	541	15
000541_16	541	16
000542_05	542	5
000542_08	542	8
000542_14	542	14
000543_05	543	5
000543_14	543	14
000543_16	543	16
000544_01	544	1
000544_06	544	6
000546_01	546	1
000546_02	546	2
000546_04	546	4
000546_05	546	5
000546_09	546	9
000546_15	546	15
000547_01	547	1
000547_02	547	2
000547_16	547	16
000548_01	548	1
000548_13	548	13
000548_16	548	16
000549_08	549	8
000549_12	549	12
000550_05	550	5
000550_14	550	14
000551_03	551	3
000551_04	551	4
000551_09	551	9
000551_12	551	12
000552_01	552	1
000552_02	552	2
000552_05	552	5
000552_14	552	14
000553_01	553	1
000553_08	553	8
000553_18	553	18
000555_06	555	6
000555_16	555	16
000556_07	556	7
000558_01	558	1
000558_02	558	2
000558_03	558	3
000558_04	558	4
000558_09	558	9
000562_05	562	5
000562_08	562	8
000563_08	563	8
000563_14	563	14
000564_05	564	5
000567_05	567	5
000567_08	567	8
000568_05	568	5
000568_08	568	8
000569_05	569	5
000569_08	569	8
000573_08	573	8
000574_05	574	5
000574_08	574	8
000575_04	575	4
000575_05	575	5
000577_02	577	2
000577_04	577	4
000577_08	577	8
000579_06	579	6
000579_16	579	16
000580_08	580	8
000581_07	581	7
000583_05	583	5
000583_08	583	8
000585_05	585	5
000586_04	586	4
000586_05	586	5
000587_05	587	5
000587_08	587	8
000587_09	587	9
000587_14	587	14
000587_16	587	16
000588_02	588	2
000588_03	588	3
000588_04	588	4
000588_05	588	5
000588_12	588	12
000589_01	589	1
000589_15	589	15
000590_02	590	2
000590_08	590	8
000590_18	590	18
000592_01	592	1
000592_06	592	6
000592_16	592	16
000593_06	593	6
000593_11	593	11
000593_16	593	16
000594_03	594	3
000594_04	594	4
000594_08	594	8
000594_09	594	9
000594_12	594	12
000595_03	595	3
000595_04	595	4
000595_09	595	9
000595_12	595	12
000595_14	595	14
000595_19	595	19
000596_03	596	3
000596_04	596	4
000596_09	596	9
000596_12	596	12
000597_05	597	5
000597_14	597	14
000599_02	599	2
000599_18	599	18
000600_01	600	1
000600_05	600	5
000600_06	600	6
000602_07	602	7
000605_08	605	8
000605_14	605	14
000606_09	606	9
000606_11	606	11
000608_05	608	5
000608_06	608	6
000608_08	608	8
000608_16	608	16
000609_02	609	2
000609_04	609	4
000610_01	610	1
000610_02	610	2
000610_03	610	3
000610_11	610	11
000610_15	610	15
000611_01	611	1
000611_11	611	11
000611_15	611	15
000612_05	612	5
000613_08	613	8
000613_14	613	14
000615_05	615	5
000615_08	615	8
000616_03	616	3
000616_04	616	4
000617_05	617	5
000617_08	617	8
000618_05	618	5
000618_14	618	14
000619_05	619	5
000626_05	626	5
000627_08	627	8
000627_16	627	16
000628_06	628	6
000628_08	628	8
000628_13	628	13
000628_16	628	16
000631_02	631	2
000631_03	631	3
000631_04	631	4
000631_09	631	9
000631_12	631	12
000631_14	631	14
000632_08	632	8
000632_17	632	17
000633_05	633	5
000634_05	634	5
000635_05	635	5
000635_08	635	8
000636_08	636	8
000637_05	637	5
000638_14	638	14
000639_05	639	5
000639_08	639	8
000640_08	640	8
000640_16	640	16
000645_08	645	8
000647_01	647	1
000647_06	647	6
000647_08	647	8
000647_17	647	17
000648_01	648	1
000648_02	648	2
000648_13	648	13
000648_16	648	16
000649_05	649	5
000649_08	649	8
000650_08	650	8
000653_01	653	1
000653_02	653	2
000653_09	653	9
000656_05	656	5
000661_02	661	2
000661_03	661	3
000661_04	661	4
000661_09	661	9
000661_12	661	12
000662_16	662	16
000663_05	663	5
000665_05	665	5
000665_08	665	8
000665_17	665	17
000667_01	667	1
000668_08	668	8
000670_08	670	8
000671_05	671	5
000671_15	671	15
000673_02	673	2
000673_03	673	3
000673_04	673	4
000673_05	673	5
000673_09	673	9
000673_15	673	15
000674_02	674	2
000674_05	674	5
000674_15	674	15
000678_08	678	8
000678_16	678	16
000679_08	679	8
000680_08	680	8
000680_13	680	13
000680_14	680	14
000680_15	680	15
000680_16	680	16
000685_08	685	8
000688_01	688	1
000688_02	688	2
000688_05	688	5
000688_17	688	17
000691_05	691	5
000691_14	691	14
000692_01	692	1
000692_15	692	15
000692_16	692	16
000694_01	694	1
000694_06	694	6
000694_08	694	8
000695_13	695	13
000695_16	695	16
000697_08	697	8
000697_14	697	14
000698_08	698	8
000700_05	700	5
000703_08	703	8
000704_01	704	1
000704_02	704	2
000706_08	706	8
000707_06	707	6
000707_08	707	8
000707_16	707	16
000708_05	708	5
000708_14	708	14
000709_02	709	2
000709_03	709	3
000709_04	709	4
000709_05	709	5
000709_12	709	12
000710_05	710	5
000711_02	711	2
000711_04	711	4
000714_08	714	8
000714_13	714	13
000714_18	714	18
000715_08	715	8
000715_14	715	14
000718_05	718	5
000718_09	718	9
000718_15	718	15
000719_05	719	5
000720_02	720	2
000720_03	720	3
000720_05	720	5
000722_07	722	7
000724_08	724	8
000724_09	724	9
000724_11	724	11
000724_16	724	16
000725_05	725	5
000726_08	726	8
000728_05	728	5
000731_06	731	6
000731_16	731	16
000733_01	733	1
000733_02	733	2
000733_16	733	16
000735_11	735	11
000736_01	736	1
000736_02	736	2
000736_14	736	14
000736_16	736	16
000737_01	737	1
000737_15	737	15
000741_03	741	3
000741_15	741	15
000742_11	742	11
000742_16	742	16
000743_05	743	5
000745_03	745	3
000745_04	745	4
000745_05	745	5
000747_05	747	5
000748_01	748	1
000748_15	748	15
000748_16	748	16
000750_05	750	5
000750_17	750	17
000757_08	757	8
000759_07	759	7
000760_08	760	8
000760_17	760	17
000761_01	761	1
000761_02	761	2
000762_05	762	5
000762_06	762	6
000764_08	764	8
000764_14	764	14
000765_05	765	5
000765_08	765	8
000766_08	766	8
000773_08	773	8
000775_11	775	11
000775_13	775	13
000778_05	778	5
000778_06	778	6
000778_08	778	8
000779_08	779	8
000779_14	779	14
000780_01	780	1
000780_02	780	2
000780_15	780	15
000780_16	780	16
000781_08	781	8
000782_08	782	8
000782_16	782	16
000783_03	783	3
000783_04	783	4
000783_08	783	8
000783_12	783	12
000783_14	783	14
000784_05	784	5
000784_16	784	16
000785_05	785	5
000786_01	786	1
000786_08	786	8
000786_16	786	16
000788_05	788	5
000788_09	788	9
000788_14	788	14
000788_15	788	15
000790_08	790	8
000791_07	791	7
000795_08	795	8
000798_01	798	1
000798_02	798	2
000798_08	798	8
000798_16	798	16
000799_05	799	5
000799_11	799	11
000799_16	799	16
000800_08	800	8
000800_13	800	13
000800_18	800	18
000801_04	801	4
000801_05	801	5
000802_08	802	8
000802_14	802	14
000803_05	803	5
000803_08	803	8
000803_14	803	14
000804_05	804	5
000804_14	804	14
000805_08	805	8
000805_16	805	16
000806_06	806	6
000806_08	806	8
000808_02	808	2
000808_04	808	4
000809_01	809	1
000809_02	809	2
000810_04	810	4
000810_05	810	5
000810_09	810	9
000813_05	813	5
000818_05	818	5
000823_08	823	8
000824_08	824	8
000824_13	824	13
000828_02	828	2
000828_04	828	4
000829_05	829	5
000829_09	829	9
000829_12	829	12
000830_05	830	5
000832_06	832	6
000832_16	832	16
000833_05	833	5
000835_08	835	8
000836_01	836	1
000836_02	836	2
000836_16	836	16
000837_04	837	4
000837_05	837	5
000837_09	837	9
000838_05	838	5
000838_08	838	8
000838_14	838	14
000839_01	839	1
000839_16	839	16
000840_04	840	4
000840_05	840	5
000841_11	841	11
000842_05	842	5
000842_11	842	11
000848_08	848	8
000849_01	849	1
000849_02	849	2
000849_15	849	15
000849_16	849	16
000851_08	851	8
000852_05	852	5
000852_08	852	8
000852_14	852	14
000858_06	858	6
000858_08	858	8
000861_01	861	1
000861_05	861	5
000861_06	861	6
000861_16	861	16
000866_06	866	6
000866_08	866	8
000866_14	866	14
000866_16	866	16
000867_05	867	5
000867_06	867	6
000869_06	869	6
000869_08	869	8
000869_12	869	12
000869_16	869	16
000870_05	870	5
000875_01	875	1
000875_06	875	6
000875_08	875	8
000876_01	876	1
000876_05	876	5
000876_06	876	6
000876_16	876	16
000879_11	879	11
000879_16	879	16
000880_15	880	15
000880_16	880	16
000881_04	881	4
000881_05	881	5
000882_08	882	8
000882_16	882	16
000885_04	885	4
000885_08	885	8
000885_09	885	9
000886_01	886	1
000886_05	886	5
000886_06	886	6
000888_02	888	2
000888_03	888	3
000888_04	888	4
000888_12	888	12
000889_08	889	8
000889_14	889	14
000891_11	891	11
000891_16	891	16
000892_05	892	5
000892_08	892	8
000892_14	892	14
000893_08	893	8
000896_08	896	8
000897_02	897	2
000897_08	897	8
000897_14	897	14
000897_17	897	17
000898_05	898	5
000898_08	898	8
000898_14	898	14
000899_05	899	5
000899_12	899	12
000899_14	899	14
000900_12	900	12
000900_14	900	14
000901_05	901	5
000901_12	901	12
000902_08	902	8
000902_14	902	14
000903_08	903	8
000903_13	903	13
000903_14	903	14
000903_16	903	16
000904_13	904	13
000904_16	904	16
000905_05	905	5
000905_14	905	14
000906_08	906	8
000906_16	906	16
000907_05	907	5
000907_12	907	12
000907_14	907	14
000908_01	908	1
000908_02	908	2
000908_13	908	13
000908_14	908	14
000908_16	908	16
000909_05	909	5
000909_08	909	8
000909_14	909	14
000910_05	910	5
000910_06	910	6
000911_05	911	5
000911_06	911	6
000911_13	911	13
000911_14	911	14
000911_16	911	16
000912_08	912	8
000912_14	912	14
000913_10	913	10
000913_13	913	13
000914_05	914	5
000914_08	914	8
000914_12	914	12
000914_14	914	14
000915_05	915	5
000915_14	915	14
000916_05	916	5
000916_08	916	8
000916_14	916	14
000917_04	917	4
000917_08	917	8
000918_12	918	12
000919_02	919	2
000919_04	919	4
000919_09	919	9
000919_12	919	12
000920_08	920	8
000920_14	920	14
000920_17	920	17
000921_05	921	5
000922_08	922	8
000922_10	922	10
000922_14	922	14
000923_08	923	8
000923_13	923	13
000924_02	924	2
000924_08	924	8
000924_15	924	15
000926_08	926	8
